100	-35	-28	0	62	1	2	1	2
101	-80	-12	0	11	1	2	1	2
102	97	35	0	50	1	2	1	2
103	-16	33	0	72	1	2	1	2
104	53	-75	0	40	1	2	1	2
105	82	77	0	39	1	2	1	2
106	-95	46	0	21	1	2	1	2
107	16	-48	0	49	1	2	1	2
108	83	-36	0	25	1	2	1	2
109	-82	64	0	89	1	2	1	2
110	-15	-76	0	69	1	2	1	2
111	28	-45	0	23	1	2	1	2
112	75	-79	0	4	1	2	1	2
113	98	-94	0	98	1	2	1	2
114	-68	-21	0	35	1	2	1	2
115	-65	19	0	43	1	2	1	2
116	-5	-41	0	98	1	2	1	2
117	-2	-68	0	15	1	2	1	2
118	14	-61	0	22	1	2	1	2
119	-83	41	0	38	1	2	1	2
120	-80	23	0	81	1	2	1	2
121	32	-89	0	66	1	2	1	2
122	59	99	0	0	1	2	1	2
123	-79	59	0	74	1	2	1	2
124	100	-52	0	52	1	2	1	2
125	23	30	0	100	1	2	1	2
126	1	-13	0	51	1	2	1	2
127	-92	-68	0	21	1	2	1	2
128	-55	-89	0	15	1	2	1	2
129	-19	95	0	63	1	2	1	2
130	61	-7	0	59	1	2	1	2
131	-84	16	0	87	1	2	1	2
132	9	33	0	31	1	2	1	2
133	-68	-11	0	94	1	2	1	2
134	54	67	0	29	1	2	1	2
135	-63	-26	0	16	1	2	1	2
136	-12	81	0	53	1	2	1	2
137	34	-54	0	4	1	2	1	2
138	35	12	0	78	1	2	1	2
139	27	90	0	49	1	2	1	2
140	-89	-97	0	28	1	2	1	2
141	-32	-82	0	35	1	2	1	2
142	78	89	0	77	1	2	1	2
143	-43	-50	0	71	1	2	1	2
144	85	-98	0	87	1	2	1	2
1325  70   0 0   0 0 0
1326  40  80 0   0 0 0
1327  40 -80 0   0 0 0
1328 -60  20 0   0 0 0
1329 -60 -20 0   0 0 0
1330  20   0 0   0 0 0
1331  30  37 0   0 0 0
1332  40 -50 0   0 0 0
1333 -40  10 0   0 0 0
1334 -20 -60 0   0 0 0
